Marking	English	Abbreviated Form	Full Form	Equivalent	Subfield1	Subfield2	Chinese	Recommendation	Count	A) 理論與應用語言學英漢辭典	B) 語言學名詞2011	C) 現代語言學詞典	D) 新編英漢語言學詞典	E) LSHK	Sort1
*	lamina			blade	PHT		舌葉	R				√			0
*	lamina			laminar	#		舌葉的	D				√			2
*	lamina			lamino	#		舌葉的	D				√			2
	laminal				PHT		舌葉音	R		√		√			0
	laminal				PHT		舌葉音	R					√		0
*	laminal			sheshang	#		舌上音	D			√				2
	lamino-alveolar				PHT		舌葉－齒齦音	R			√				0
	lamino-alveolar				PHT		舌葉音	A			√				1
	lamino-alveolar				PHT		舌葉齒齦音	A				√			1
	lamino-alveolar				PHT		舌葉齒齦音	A					√		1
	lamino-dental						舌葉齒音						√		100
	lamino-palatal						舌葉齶音						√		100
	lamino-post-alveolar						舌葉後齒齦音						√		100
	landing site				SYN		著陸處	A				√			1
	landing site				#		移入點	D		√					2
	Landsmol						蘭茨莫爾語						√		100
	langage						言語活動						√		100
*	language			langue	GEN		語言	R				√			0
	language				GEN		語言	R		√					0
	language				GEN		語言	R					√		0
	language achievement						語言成就						√		100
	language acquisition						語言習得						√		100
*	language acquisition device	LAD	language acquisition device		PSY		語言獲得機制	R			√	√			0
*	language acquisition device	LAD	language acquisition device		PSY		語言習得機制	R		√	√				0
*	Language Acquisition Device	LAD	Language Acquisition Device		PSY		語言習得機制	R					√		0
	language and brain						語言和大腦						√		100
	language and cognition						語言和認知						√		100
	language aptitude						語言學能						√		100
	language aptitude test						語言學能考試						√		100
	language area						語言區域						√		100
	language arts						語言技藝						√		100
	language attitude				SOC		語言態度	R			√				0
	language attitude				SOC		語言態度	R		√		√			0
	language attitude				#		語言觀念	D			√				2
	language attitudes				#		語言態度	D					√		2
	language attrition						語言摩擦						√		100
	language awareness						語言意識						√		100
	language barrier						語言障礙						√		100
	language boundary						語言界限						√		100
	language change				HIS		語言演變	R			√	√			0
	language change				#		語言改變	D		√					2
	language change				#		語言變遷	D		√					2
*	language change			linguistic change			語言變化						√		100
	language community				SOC		語言社區	R			√				0
	language community				SOC		語言共同體	A			√				1
	language community				SOC		語言社會	A		√					1
	language comprehension						語言理解						√		100
	language contact				HIS		語言接觸	R		√	√	√			0
	language contact				HIS		語言接觸	R					√		0
	language death				HIS		語言消亡	R			√	√			0
	language death						語言死亡						√		100
	language didactics						語言教學法						√		100
	language disorders						語言失調						√		100
	language dominance				SOC		語言優勢	R		√	√				0
	language dominance				SOC		語言優勢	R					√		0
	language dominance						占主導地位的語言						√		100
	language economy						語言的經濟性						√		100
	language ego						語言自我						√		100
	language engineering				CML		語言工程	R			√	√			0
	language engineering				CML		語言工程學	R		√					0
	language experience approach						語言經歷教學法						√		100
	language faculty						語言能力						√		100
*	language family			family of languages	HIS		語系	R					√		0
	language family				HIS		語系	R		√	√				0
	language family				#		語族	D		√					2
*	Language for Specific Purposes	LSP	Language for Specific Purposes				專門用途語言						√		100
*	language function			functions of language			語言功能						√		100
	language game						語言博弈						√		100
	language history						語言歷史						√		100
	language information processing						語言信息處理						√		100
	language isolate						單獨語言						√		100
	language knowledge base						語言知識庫						√		100
	language laboratory						語言實驗室						√		100
	language learning						語言學習						√		100
	language loss				HIS		語言消失	R				√			0
	language loss				#		語言喪失	D		√	√				2
	language loss				#		語言喪失	D					√		2
	language loyalty				SOC		語言忠誠	R		√	√	√			0
	language loyalty				SOC		語言忠誠	R					√		0
	language maintenance				SOC		語言保持	R			√	√			0
	language maintenance				SOC		母語持用	A		√					1
	language maintenance				SOC		語言持用	A		√					1
	language maintenance				SOC		語言維護	A			√				1
	language maintenance				SOC		語言維護	A					√		1
	language management						語言管理						√		100
	language manipulation						語言控制						√		100
	language minimum						語言最低量						√		100
*	language minority group			minority language group			語言上的少數群體						√		100
	language mixing						語言混合						√		100
	language neutral						語言中立性質的						√		100
	language of hope						希望的語言						√		100
	language organism						語言機制						√		100
	language pair						語言對						√		100
	language pathology				PSY		語言病理學	R		√		√			0
	language pedagogy						語言教學						√		100
	language pedagogy						語言教學法						√		100
	language planning				SOC		語言規劃	R		√	√	√			0
	language planning				SOC		語言規劃	R					√		0
	language policy				SOC		語言政策	R		√	√				0
	language policy				SOC		語言政策	R					√		0
	language processing						語言處理						√		100
	language production						語言生成						√		100
	language proficiency						語言熟練的能力						√		100
	language program design						語言課程設計						√		100
	language regulation						語言規定						√		100
	language regulation						語言條例						√		100
	language revitalization program						語言復興計劃						√		100
	language shift				HIS		語言轉換	R				√			0
	language shift				HIS		語言轉換	R					√		0
	language shift				HIS		語言轉用	A			√				1
	language shift				#		語言替換	D			√				2
	language shift				#		語言轉變	D		√					2
	language shock						語言震驚						√		100
	language skills				APL		語言技能	R		√	√				0
	language skills				APL		語言技能	R					√		0
	language skills				#		語言能力	D		√					2
	language standardization						語言標準化						√		100
	language standardization						語言規範化						√		100
	language structure						語言結構						√		100
	language survey						語言調查						√		100
	language switching						語言轉換						√		100
	language synthesis						語言合成						√		100
	language system				GEN		語言系統	R		√		√			0
	language system				GEN		語言系統	R					√		0
	language teaching				APL		語言教學	R		√		√			0
	language teaching				APL		語言教學	R					√		0
	language testing						語言測試						√		100
	language transfer						語言遷移						√		100
	language treatment						語言處理						√		100
	language type						語言類型						√		100
*	language typology			linguistic typology	TYP		語言類型學	R			√				0
	language typology				TYP		語言類型學	R					√		0
	language typology				TYP		語言類型	A		√					1
*	language universal			linguistic universal	GEN		語言共性	R			√				0
*	language universal			linguistic universal	GEN		語言共相	A			√				1
	language universal				GEN		語言普遍性	A		√					1
	language universal				GEN		語言普遍性	A					√		1
*	language universal			linguistic universal	#		語言普世性	D			√				2
*	language universal			linguistic universal	#		語言普遍現象	D			√				2
	language universal				#		語言的普遍現象	D		√					2
	language universal				#		語言普遍現象	D					√		2
	language universals				#		語言共相	D				√			2
	language variation						語言變異						√		100
*	language variety			variety in language			語言品種						√		100
	language variety						語言使用變體						√		100
	language-specific						語言特有的						√		100
	langue				PHI		語言	R		√	√				0
	langue				PHI		語言	R					√		0
*	langue			language	PHI		語言［系統］	A				√			1
	langue				PHI		語言系統	A		√					1
	Lapp						拉普語						√		100
	lapse						失誤						√		100
	large C culture						大寫C文化						√		100
*	laryngeal			glottal	PHT		喉音	R			√				0
*	laryngeal			larynx	PHT		喉	A				√			1
	laryngeal				PHT		喉壁音	A		√					1
	laryngeal				PHT		喉頭音	A		√					1
	laryngeal				PHT		喉頭音	A					√		1
*	laryngeal			glottal	#		聲門音	D			√				2
	laryngeal theory						喉音理論						√		100
	laryngealized voicing						喉化濁音						√		100
	larynx				PHT		喉頭	R		√					0
*	larynx			laryngeal	PHT		喉	A				√			1
	larynx				PHT		喉	A			√				1
	larynx				PHT		喉	A					√		1
*	larynx			laryngeals	#		喉音	D				√			2
	last cyclic rule				GEN		末循環律	R		√					0
	last cyclic rule				GEN		最後循環規律	A		√					1
	last-cyclic rules				#		最後循環規則	D				√			2
	lateral				PHT		邊音	R		√	√	√			0
	lateral				PHT		邊音	R					√		0
	lateral				#		旁流音	D		√					2
	lateral				#		旁流音	D					√		2
	lateral area						邊音區						√		100
	lateral plosion						邊破裂音						√		100
	lateral release						邊除阻						√		100
	lateral vs. non-lateral						邊音對非邊音						√		100
	lateralization						大腦偏側化						√		100
